,Date,TSLA
161,2011-02-16,5.182439994812012
162,2011-02-17,5.188579993247986
163,2011-02-18,5.192139992713928
164,2011-02-22,5.191919994354248
165,2011-02-23,5.194759998321533
166,2011-02-24,5.198619999885559
167,2011-02-25,5.203860001564026
168,2011-02-28,5.209400000572205
169,2011-03-01,5.216360001564026
170,2011-03-02,5.223540000915527
171,2011-03-03,5.231400003433228
172,2011-03-04,5.240820002555847
173,2011-03-07,5.250220003128052
174,2011-03-08,5.258460006713867
175,2011-03-09,5.266400003433228
176,2011-03-10,5.273340005874633
177,2011-03-11,5.281020007133484
178,2011-03-14,5.28742000579834
179,2011-03-15,5.2920200061798095
180,2011-03-16,5.296160006523133
181,2011-03-17,5.300340003967285
182,2011-03-18,5.304560003280639
183,2011-03-21,5.307300004959107
184,2011-03-22,5.309680008888245
185,2011-03-23,5.311720008850098
186,2011-03-24,5.312700009346008
187,2011-03-25,5.3153800106048585
188,2011-03-28,5.319380011558533
189,2011-03-29,5.323680009841919
190,2011-03-30,5.321300010681153
191,2011-03-31,5.32792001247406
192,2011-04-01,5.331280012130737
193,2011-04-04,5.333680009841919
194,2011-04-05,5.32836000919342
195,2011-04-06,5.325260009765625
196,2011-04-07,5.32006000995636
197,2011-04-08,5.3114400100708
198,2011-04-11,5.302640008926391
199,2011-04-12,5.29296000957489
200,2011-04-13,5.283040008544922
201,2011-04-14,5.2713400077819825
202,2011-04-15,5.2557000112533565
203,2011-04-18,5.236620011329651
204,2011-04-19,5.21600001335144
205,2011-04-20,5.196860013008117
206,2011-04-21,5.181680011749267
207,2011-04-25,5.163800010681152
208,2011-04-26,5.148960013389587
209,2011-04-27,5.138420014381409
210,2011-04-28,5.130760016441346
211,2011-04-29,5.1253400182724
212,2011-05-02,5.117120018005371
213,2011-05-03,5.106120018959046
214,2011-05-04,5.0954000186920165
215,2011-05-05,5.085240020751953
216,2011-05-06,5.078380017280579
217,2011-05-09,5.077140016555786
218,2011-05-10,5.074600014686585
219,2011-05-11,5.067120013236999
220,2011-05-12,5.059740014076233
221,2011-05-13,5.051440014839172
222,2011-05-16,5.040120015144348
223,2011-05-17,5.026780014038086
224,2011-05-18,5.019300012588501
225,2011-05-19,5.024600009918213
226,2011-05-20,5.0277200078964235
227,2011-05-23,5.0259000062942505
228,2011-05-24,5.026340003013611
229,2011-05-25,5.031040000915527
230,2011-05-26,5.036760001182556
231,2011-05-27,5.042519998550415
232,2011-05-31,5.049139995574951
233,2011-06-01,5.050419993400574
234,2011-06-02,5.051459994316101
235,2011-06-03,5.054819993972778
236,2011-06-06,5.058299989700317
237,2011-06-07,5.0611199855804445
238,2011-06-08,5.06291998386383
239,2011-06-09,5.066659984588623
240,2011-06-10,5.0710999870300295
241,2011-06-13,5.079899983406067
242,2011-06-14,5.0918599796295165
243,2011-06-15,5.100419983863831
244,2011-06-16,5.104439988136291
245,2011-06-17,5.108079991340637
246,2011-06-20,5.110599994659424
247,2011-06-21,5.115819993019104
248,2011-06-22,5.12221999168396
249,2011-06-23,5.1294399881362915
250,2011-06-24,5.136759986877442
251,2011-06-27,5.143799986839294
252,2011-06-28,5.152759990692139
253,2011-06-29,5.162419991493225
254,2011-06-30,5.174539995193482
255,2011-07-01,5.183599996566772
256,2011-07-05,5.1954599952697755
257,2011-07-06,5.206939992904663
258,2011-07-07,5.2198999929428105
259,2011-07-08,5.231359992027283
260,2011-07-11,5.242379994392395
261,2011-07-12,5.249259991645813
262,2011-07-13,5.259339995384217
263,2011-07-14,5.268199992179871
264,2011-07-15,5.279619989395141
265,2011-07-18,5.290419988632202
266,2011-07-19,5.301139988899231
267,2011-07-20,5.311299986839295
268,2011-07-21,5.320919985771179
269,2011-07-22,5.331619982719421
270,2011-07-25,5.340559983253479
271,2011-07-26,5.3478399801254275
272,2011-07-27,5.353219981193543
273,2011-07-28,5.359679980278015
274,2011-07-29,5.3666999769210815
275,2011-08-01,5.374799981117248
276,2011-08-02,5.381459980010987
277,2011-08-03,5.387719979286194
278,2011-08-04,5.390719976425171
279,2011-08-05,5.393299975395203
280,2011-08-08,5.3949399757385255
281,2011-08-09,5.399439978599548
282,2011-08-10,5.4011599779129025
283,2011-08-11,5.4062999773025515
284,2011-08-12,5.414539976119995
285,2011-08-15,5.422579975128174
286,2011-08-16,5.430119972229004
287,2011-08-17,5.436279969215393
288,2011-08-18,5.438299970626831
289,2011-08-19,5.4350599718093875
290,2011-08-22,5.431539969444275
291,2011-08-23,5.42195996761322
292,2011-08-24,5.416379971504211
293,2011-08-25,5.410939974784851
294,2011-08-26,5.4049999713897705
295,2011-08-29,5.401439971923828
296,2011-08-30,5.396219973564148
297,2011-08-31,5.3927199745178225
298,2011-09-01,5.3901799774169925
299,2011-09-02,5.38701997756958
300,2011-09-06,5.383039975166321
301,2011-09-07,5.3804399776458744
302,2011-09-08,5.376499977111816
303,2011-09-09,5.372379975318909
304,2011-09-12,5.367819976806641
305,2011-09-13,5.3644799757003785
306,2011-09-14,5.359679975509644
307,2011-09-15,5.356539978981018
308,2011-09-16,5.354279975891114
309,2011-09-19,5.35165997505188
310,2011-09-20,5.3483599758148195
311,2011-09-21,5.344859976768493
312,2011-09-22,5.34121997833252
313,2011-09-23,5.3402399778366085
314,2011-09-26,5.3378999805450436
315,2011-09-27,5.337399978637695
316,2011-09-28,5.332339982986451
317,2011-09-29,5.324759984016419
318,2011-09-30,5.316879982948303
319,2011-10-03,5.310199980735779
320,2011-10-04,5.302179980278015
321,2011-10-05,5.2978199768066405
322,2011-10-06,5.29853997707367
323,2011-10-07,5.300599975585937
324,2011-10-10,5.303659977912903
325,2011-10-11,5.302479977607727
326,2011-10-12,5.302139978408814
327,2011-10-13,5.304379978179932
328,2011-10-14,5.307039980888367
329,2011-10-17,5.303919982910156
330,2011-10-18,5.301639986038208
331,2011-10-19,5.297679986953735
332,2011-10-20,5.29207998752594
333,2011-10-21,5.291099987030029
334,2011-10-24,5.290679988861084
335,2011-10-25,5.2869199895858765
336,2011-10-26,5.28547999382019
337,2011-10-27,5.286259994506836
338,2011-10-28,5.291759996414185
339,2011-10-31,5.29525999546051
340,2011-11-01,5.297299995422363
341,2011-11-02,5.297859997749328
342,2011-11-03,5.305580000877381
343,2011-11-04,5.315559997558593
344,2011-11-07,5.3250999975204465
345,2011-11-08,5.335779995918274
346,2011-11-09,5.345519995689392
347,2011-11-10,5.353119993209839
348,2011-11-11,5.365979995727539
349,2011-11-14,5.376999998092652
350,2011-11-15,5.389719996452332
351,2011-11-16,5.40467999458313
352,2011-11-17,5.415819993019104
353,2011-11-18,5.424439992904663
354,2011-11-21,5.429699993133545
355,2011-11-22,5.435799994468689
356,2011-11-23,5.440419993400574
357,2011-11-25,5.445819993019104
358,2011-11-28,5.451479992866516
359,2011-11-29,5.457359991073608
360,2011-11-30,5.466139988899231
361,2011-12-01,5.474999990463257
362,2011-12-02,5.4843199872970585
363,2011-12-05,5.497939987182617
364,2011-12-06,5.512519989013672
365,2011-12-07,5.526439986228943
366,2011-12-08,5.532439985275269
367,2011-12-09,5.537139987945556
368,2011-12-12,5.540559988021851
369,2011-12-13,5.5408799886703495
370,2011-12-14,5.540959987640381
371,2011-12-15,5.542199988365173
372,2011-12-16,5.542919988632202
373,2011-12-19,5.542079992294312
374,2011-12-20,5.541539993286133
375,2011-12-21,5.5391399908065795
376,2011-12-22,5.539999990463257
377,2011-12-23,5.541399989128113
378,2011-12-27,5.549039993286133
379,2011-12-28,5.55757999420166
380,2011-12-29,5.567759990692139
381,2011-12-30,5.57475998878479
382,2012-01-03,5.583279991149903
383,2012-01-04,5.588099989891052
384,2012-01-05,5.589719986915588
385,2012-01-06,5.591079988479614
386,2012-01-09,5.593379988670349
387,2012-01-10,5.596959991455078
388,2012-01-11,5.604899988174439
389,2012-01-12,5.616799988746643
390,2012-01-13,5.618479990959168
391,2012-01-17,5.6257599925994874
392,2012-01-18,5.63163999080658
393,2012-01-19,5.638939990997314
394,2012-01-20,5.64467999458313
395,2012-01-23,5.648799996376038
396,2012-01-24,5.654379997253418
397,2012-01-25,5.660839996337891
398,2012-01-26,5.670719995498657
399,2012-01-27,5.683239998817444
400,2012-01-30,5.696500000953674
401,2012-01-31,5.706960000991821
402,2012-02-01,5.718899998664856
403,2012-02-02,5.733460001945495
404,2012-02-03,5.75
405,2012-02-06,5.765440001487732
406,2012-02-07,5.77996000289917
407,2012-02-08,5.794180002212524
408,2012-02-09,5.807740001678467
409,2012-02-10,5.8184000015258786
410,2012-02-13,5.829359998703003
411,2012-02-14,5.843999996185302
412,2012-02-15,5.859939994812012
413,2012-02-16,5.875539994239807
414,2012-02-17,5.894439992904663
415,2012-02-21,5.91105999469757
416,2012-02-22,5.930319991111755
417,2012-02-23,5.951139993667603
418,2012-02-24,5.96985999584198
419,2012-02-27,5.9896399974823
420,2012-02-28,6.009939999580383
421,2012-02-29,6.0260200023651125
422,2012-03-01,6.040920000076294
423,2012-03-02,6.055020003318787
424,2012-03-05,6.066800003051758
425,2012-03-06,6.077800006866455
426,2012-03-07,6.088440008163452
427,2012-03-08,6.098700008392334
428,2012-03-09,6.1120800065994265
429,2012-03-12,6.129260005950928
430,2012-03-13,6.144760003089905
431,2012-03-14,6.160200004577637
432,2012-03-15,6.175520005226136
433,2012-03-16,6.19010000705719
434,2012-03-19,6.202960004806519
435,2012-03-20,6.216380004882812
436,2012-03-21,6.2307200050354
437,2012-03-22,6.242000007629395
438,2012-03-23,6.250420007705689
439,2012-03-26,6.266480007171631
440,2012-03-27,6.284600005149842
441,2012-03-28,6.302880005836487
442,2012-03-29,6.312620005607605
443,2012-03-30,6.3224800062179565
444,2012-04-02,6.333100004196167
445,2012-04-03,6.345440006256103
446,2012-04-04,6.353680005073548
447,2012-04-05,6.359980006217956
448,2012-04-09,6.359000005722046
449,2012-04-10,6.357480006217957
450,2012-04-11,6.355800008773803
451,2012-04-12,6.352800011634827
452,2012-04-13,6.3526200103759765
453,2012-04-16,6.351920008659363
454,2012-04-17,6.352880005836487
455,2012-04-18,6.354060006141663
456,2012-04-19,6.357480006217957
457,2012-04-20,6.360480008125305
458,2012-04-23,6.359240007400513
459,2012-04-24,6.359380006790161
460,2012-04-25,6.359720005989074
461,2012-04-26,6.361500005722046
462,2012-04-27,6.361580009460449
463,2012-04-30,6.359000010490417
464,2012-05-01,6.356820011138916
465,2012-05-02,6.356320013999939
466,2012-05-03,6.359460015296936
467,2012-05-04,6.361040015220642
468,2012-05-07,6.36516001701355
469,2012-05-08,6.366640019416809
470,2012-05-09,6.369700021743775
471,2012-05-10,6.37838002204895
472,2012-05-11,6.386880021095276
473,2012-05-14,6.391500020027161
474,2012-05-15,6.394560022354126
475,2012-05-16,6.397780022621155
476,2012-05-17,6.399380025863647
477,2012-05-18,6.398700027465821
478,2012-05-21,6.3991000270843506
479,2012-05-22,6.403680024147033
480,2012-05-23,6.408260025978088
481,2012-05-24,6.4117000293731685
482,2012-05-25,6.415160026550293
483,2012-05-29,6.42312002658844
484,2012-05-30,6.429700026512146
485,2012-05-31,6.434880027770996
486,2012-06-01,6.436680030822754
487,2012-06-04,6.4372000312805175
488,2012-06-05,6.436560029983521
489,2012-06-06,6.438500027656556
490,2012-06-07,6.450780024528504
491,2012-06-08,6.457740020751953
492,2012-06-11,6.462360019683838
493,2012-06-12,6.468160018920899
494,2012-06-13,6.474500017166138
495,2012-06-14,6.479740014076233
496,2012-06-15,6.484720010757446
497,2012-06-18,6.492460012435913
498,2012-06-19,6.4987600135803225
499,2012-06-20,6.507660012245179
500,2012-06-21,6.512900013923645
501,2012-06-22,6.52234001159668
502,2012-06-25,6.52940001487732
503,2012-06-26,6.532120013237
504,2012-06-27,6.533740015029907
505,2012-06-28,6.532960014343262
506,2012-06-29,6.53234001159668
507,2012-07-02,6.529280009269715
508,2012-07-03,6.525440011024475
509,2012-07-05,6.525700011253357
510,2012-07-06,6.524700012207031
511,2012-07-09,6.521340012550354
512,2012-07-10,6.516680016517639
513,2012-07-11,6.511340017318726
514,2012-07-12,6.5068000173568725
515,2012-07-13,6.506300015449524
516,2012-07-16,6.509780015945434
517,2012-07-17,6.507420015335083
518,2012-07-18,6.504220013618469
519,2012-07-19,6.501520013809204
520,2012-07-20,6.497480010986328
521,2012-07-23,6.491980009078979
522,2012-07-24,6.482840008735657
523,2012-07-25,6.472660007476807
524,2012-07-26,6.4613800048828125
525,2012-07-27,6.454180002212524
526,2012-07-30,6.442639999389648
527,2012-07-31,6.431340003013611
528,2012-08-01,6.414360003471375
529,2012-08-02,6.394539999961853
530,2012-08-03,6.3769000005722045
531,2012-08-06,6.362859997749329
532,2012-08-07,6.353359999656678
533,2012-08-08,6.340899996757507
534,2012-08-09,6.329759998321533
535,2012-08-10,6.319719996452331
536,2012-08-13,6.311759996414184
537,2012-08-14,6.301799993515015
538,2012-08-15,6.292439994812011
539,2012-08-16,6.2782399940490725
540,2012-08-17,6.262379994392395
541,2012-08-20,6.245699992179871
542,2012-08-21,6.229259991645813
543,2012-08-22,6.214679989814758
544,2012-08-23,6.202979989051819
545,2012-08-24,6.185959987640381
546,2012-08-27,6.172599987983704
547,2012-08-28,6.161019988059998
548,2012-08-29,6.1515399885177615
549,2012-08-30,6.143439989089966
550,2012-08-31,6.134299988746643
551,2012-09-04,6.123699984550476
552,2012-09-05,6.112399983406067
553,2012-09-06,6.104999985694885
554,2012-09-07,6.09921998500824
555,2012-09-10,6.088639984130859
556,2012-09-11,6.077919983863831
557,2012-09-12,6.068159985542297
558,2012-09-13,6.063239984512329
559,2012-09-14,6.060379986763
560,2012-09-17,6.059639987945556
561,2012-09-18,6.05533998966217
562,2012-09-19,6.050759987831116
563,2012-09-20,6.046299986839294
564,2012-09-21,6.038779988288879
565,2012-09-24,6.032219986915589
566,2012-09-25,6.022619986534119
567,2012-09-26,6.01403998374939
568,2012-09-27,6.006079983711243
569,2012-09-28,6.00425998210907
570,2012-10-01,6.002459979057312
571,2012-10-02,5.996139979362487
572,2012-10-03,5.99023998260498
573,2012-10-04,5.988919982910156
574,2012-10-05,5.987839980125427
575,2012-10-08,5.987979979515075
576,2012-10-09,5.987579975128174
577,2012-10-10,5.989259972572326
578,2012-10-11,5.988359971046448
579,2012-10-12,5.9820399713516235
580,2012-10-15,5.974659972190857
581,2012-10-16,5.970219969749451
582,2012-10-17,5.968239970207215
583,2012-10-18,5.960939970016479
584,2012-10-19,5.955599970817566
585,2012-10-22,5.952299971580505
586,2012-10-23,5.952779970169067
587,2012-10-24,5.951859970092773
588,2012-10-25,5.951079974174499
589,2012-10-26,5.947399973869324
590,2012-10-31,5.945799975395203
591,2012-11-01,5.944139976501464
592,2012-11-02,5.943739976882934
593,2012-11-05,5.94741997718811
594,2012-11-06,5.950179977416992
595,2012-11-07,5.95447998046875
596,2012-11-08,5.957279982566834
597,2012-11-09,5.954239983558654
598,2012-11-12,5.952199983596802
599,2012-11-13,5.947859983444214
600,2012-11-14,5.946239981651306
601,2012-11-15,5.940299983024597
602,2012-11-16,5.937759981155396
603,2012-11-19,5.940379981994629
604,2012-11-20,5.942459979057312
605,2012-11-21,5.944579977989196
606,2012-11-23,5.946259980201721
607,2012-11-26,5.949999980926513
608,2012-11-27,5.952979979515075
609,2012-11-28,5.95697998046875
610,2012-11-29,5.96237998008728
611,2012-11-30,5.967039980888367
612,2012-12-03,5.973739976882935
613,2012-12-04,5.978519978523255
614,2012-12-05,5.980539979934693
615,2012-12-06,5.979839982986451
616,2012-12-07,5.976259984970093
617,2012-12-10,5.9786999845504765
618,2012-12-11,5.984959988594055
619,2012-12-12,5.9909399890899655
620,2012-12-13,5.9945799922943115
621,2012-12-14,6.000879993438721
622,2012-12-17,6.009999995231628
623,2012-12-18,6.021279997825623
624,2012-12-19,6.03423999786377
625,2012-12-20,6.0440799999237065
626,2012-12-21,6.057380003929138
627,2012-12-24,6.071100001335144
628,2012-12-26,6.085780000686645
629,2012-12-27,6.100960001945496
630,2012-12-28,6.1128600025177
631,2012-12-31,6.124060006141662
632,2013-01-02,6.134280004501343
633,2013-01-03,6.145640006065369
634,2013-01-04,6.155620007514954
635,2013-01-07,6.164420008659363
636,2013-01-08,6.1694400072097775
637,2013-01-09,6.177880010604858
638,2013-01-10,6.186140007972718
639,2013-01-11,6.191360006332397
640,2013-01-14,6.197860007286072
641,2013-01-15,6.206640009880066
642,2013-01-16,6.216620011329651
643,2013-01-17,6.2254800128936765
644,2013-01-18,6.233060011863708
645,2013-01-22,6.244440011978149
646,2013-01-23,6.259800009727478
647,2013-01-24,6.276400008201599
648,2013-01-25,6.293540005683899
649,2013-01-28,6.312780003547669
650,2013-01-29,6.331640005111694
651,2013-01-30,6.3504000091552735
652,2013-01-31,6.369540009498596
653,2013-02-01,6.389040007591247
654,2013-02-04,6.405820007324219
655,2013-02-05,6.427340006828308
656,2013-02-06,6.450080008506775
657,2013-02-07,6.472480006217957
658,2013-02-08,6.492000007629395
659,2013-02-11,6.508060007095337
660,2013-02-12,6.518760008811951
661,2013-02-13,6.532980008125305
662,2013-02-14,6.54742000579834
663,2013-02-15,6.55970000743866
664,2013-02-19,6.5782200050354005
665,2013-02-20,6.593980007171631
666,2013-02-21,6.608980007171631
667,2013-02-22,6.626120009422302
668,2013-02-25,6.637900009155273
669,2013-02-26,6.648200011253357
670,2013-02-27,6.660080013275146
671,2013-02-28,6.6701400136947635
672,2013-03-01,6.6808400106430055
673,2013-03-04,6.6932000112533565
674,2013-03-05,6.7087200117111205
675,2013-03-06,6.72560001373291
676,2013-03-07,6.745320014953613
677,2013-03-08,6.765460014343262
678,2013-03-11,6.787020015716553
679,2013-03-12,6.8099800157547
680,2013-03-13,6.83328001499176
681,2013-03-14,6.850860013961792
682,2013-03-15,6.863800015449524
683,2013-03-18,6.87802001953125
684,2013-03-19,6.892700018882752
685,2013-03-20,6.908900017738342
686,2013-03-21,6.924140019416809
687,2013-03-22,6.942540016174316
688,2013-03-25,6.9625600147247315
689,2013-03-26,6.983520016670227
690,2013-03-27,7.003580017089844
691,2013-03-28,7.020860018730164
692,2013-04-01,7.0508800220489505
693,2013-04-02,7.076560020446777
694,2013-04-03,7.096460022926331
695,2013-04-04,7.117400026321411
696,2013-04-05,7.137520027160645
697,2013-04-08,7.160540027618408
698,2013-04-09,7.1794000291824345
699,2013-04-10,7.199900026321411
700,2013-04-11,7.224320030212402
701,2013-04-12,7.25018002986908
702,2013-04-15,7.273100028038025
703,2013-04-16,7.298440027236938
704,2013-04-17,7.3233400297164915
705,2013-04-18,7.352340030670166
706,2013-04-19,7.383740029335022
707,2013-04-22,7.419580030441284
708,2013-04-23,7.457300028800964
709,2013-04-24,7.491700034141541
710,2013-04-25,7.528320031166077
711,2013-04-26,7.56308002948761
712,2013-04-29,7.603720030784607
713,2013-04-30,7.643900032043457
714,2013-05-01,7.68304003238678
715,2013-05-02,7.723460025787354
716,2013-05-03,7.764220023155213
717,2013-05-06,7.814080018997192
718,2013-05-07,7.85454001903534
719,2013-05-08,7.895600018501281
720,2013-05-09,7.967180018424988
721,2013-05-10,8.053080019950867
722,2013-05-13,8.159880013465882
723,2013-05-14,8.257180018424988
724,2013-05-15,8.357640023231506
725,2013-05-16,8.473280029296875
726,2013-05-17,8.588280019760132
727,2013-05-20,8.6996000289917
728,2013-05-21,8.807600026130677
729,2013-05-22,8.914700026512145
730,2013-05-23,9.033720021247865
731,2013-05-24,9.160140023231506
732,2013-05-28,9.31008002281189
733,2013-05-29,9.449800028800965
734,2013-05-30,9.590900025367738
735,2013-05-31,9.717740025520325
736,2013-06-03,9.835560021400452
737,2013-06-04,9.957960023880005
738,2013-06-05,10.08164001941681
739,2013-06-06,10.210520014762878
740,2013-06-07,10.348080024719238
741,2013-06-10,10.480380024909973
742,2013-06-11,10.601120014190673
743,2013-06-12,10.727820010185242
744,2013-06-13,10.85514000892639
745,2013-06-14,10.9853600025177
746,2013-06-17,11.117760009765625
747,2013-06-18,11.250560007095338
748,2013-06-19,11.38596001625061
749,2013-06-20,11.511200008392334
750,2013-06-21,11.634400005340575
751,2013-06-24,11.762340006828309
752,2013-06-25,11.892120003700256
753,2013-06-26,12.02695999622345
754,2013-06-27,12.169980001449584
755,2013-06-28,12.30844000339508
756,2013-07-01,12.464460010528564
757,2013-07-02,12.621140003204346
758,2013-07-03,12.773140006065368
759,2013-07-05,12.93648000240326
760,2013-07-08,13.103920006752015
761,2013-07-09,13.273920011520385
762,2013-07-10,13.441920018196106
763,2013-07-11,13.619060015678405
764,2013-07-12,13.800300011634826
765,2013-07-15,13.977740006446838
766,2013-07-16,14.125520000457763
767,2013-07-17,14.293799991607665
768,2013-07-18,14.463099989891052
769,2013-07-19,14.633599996566772
770,2013-07-22,14.808259997367859
771,2013-07-23,14.984079999923706
772,2013-07-24,15.1581800031662
773,2013-07-25,15.335159993171692
774,2013-07-26,15.520639996528626
775,2013-07-29,15.71449999332428
776,2013-07-30,15.901519989967346
777,2013-07-31,16.093140001296998
778,2013-08-01,16.286040005683898
779,2013-08-02,16.48380001068115
780,2013-08-05,16.69520001888275
781,2013-08-06,16.905800023078918
782,2013-08-07,17.103680028915406
783,2013-08-08,17.3403400182724
784,2013-08-09,17.576180024147035
785,2013-08-12,17.799040021896364
786,2013-08-13,18.017880024909974
787,2013-08-14,18.223360023498536
788,2013-08-15,18.427640023231508
789,2013-08-16,18.63592001914978
790,2013-08-19,18.849400014877318
791,2013-08-20,19.072780017852782
792,2013-08-21,19.280640020370484
793,2013-08-22,19.506160020828247
794,2013-08-23,19.747640018463134
795,2013-08-26,19.99206003189087
796,2013-08-27,20.243340034484863
797,2013-08-28,20.492580041885375
798,2013-08-29,20.74370005607605
799,2013-08-30,20.99798005104065
800,2013-09-03,21.248680028915405
801,2013-09-04,21.50242003440857
802,2013-09-05,21.7556800365448
803,2013-09-06,21.998440046310424
804,2013-09-09,22.22894003868103
805,2013-09-10,22.467740020751954
806,2013-09-11,22.69912000656128
807,2013-09-12,22.928600006103515
808,2013-09-13,23.157660026550293
809,2013-09-16,23.38996004104614
810,2013-09-17,23.618420028686522
811,2013-09-18,23.848460025787354
812,2013-09-19,24.094420022964478
813,2013-09-20,24.35322003364563
814,2013-09-23,24.60888003349304
815,2013-09-24,24.8653200340271
