,Date,GOOGL
164,2010-08-27,248.27952850341796
165,2010-08-30,247.7049540710449
166,2010-08-31,247.1233723449707
167,2010-09-01,246.56080993652344
168,2010-09-02,245.9422413635254
169,2010-09-03,245.34814727783203
170,2010-09-07,244.69299224853515
171,2010-09-08,244.29474411010742
172,2010-09-09,243.92477416992188
173,2010-09-10,243.52987930297851
174,2010-09-13,243.16936874389648
175,2010-09-14,242.8358853149414
176,2010-09-15,242.5138133239746
177,2010-09-16,242.26066009521483
178,2010-09-17,242.06591537475586
179,2010-09-20,241.96126068115234
180,2010-09-21,241.86846801757812
181,2010-09-22,241.81991973876953
182,2010-09-23,241.73423431396483
183,2010-09-24,241.83893890380858
184,2010-09-27,241.94229217529298
185,2010-09-28,242.0849348449707
186,2010-09-29,242.25785766601564
187,2010-09-30,242.27857849121094
188,2010-10-01,242.36151123046875
189,2010-10-04,242.44639602661132
190,2010-10-05,242.58328308105467
191,2010-10-06,242.71751739501954
192,2010-10-07,242.82782760620117
193,2010-10-08,243.01791778564453
194,2010-10-11,243.2401901245117
195,2010-10-12,243.57242248535155
196,2010-10-13,243.92902923583983
197,2010-10-14,244.24819854736327
198,2010-10-15,244.8707211303711
199,2010-10-18,245.58263290405273
200,2010-10-19,246.1700701904297
201,2010-10-20,246.78243240356446
202,2010-10-21,247.43118118286134
203,2010-10-22,248.02757751464844
204,2010-10-25,248.58263259887696
205,2010-10-26,249.18263275146484
206,2010-10-27,249.83803817749023
207,2010-10-28,250.50770797729493
208,2010-10-29,251.20680709838868
209,2010-11-01,251.8473976135254
210,2010-11-02,252.48353363037108
211,2010-11-03,253.16916915893555
212,2010-11-04,253.801201171875
213,2010-11-05,254.4208708190918
214,2010-11-08,255.05495498657226
215,2010-11-09,255.6795295715332
216,2010-11-10,256.3518017578125
217,2010-11-11,257.0071571350098
218,2010-11-12,257.61396408081055
219,2010-11-15,258.2164164733887
220,2010-11-16,258.7721722412109
221,2010-11-17,259.3300802612305
222,2010-11-18,260.04229248046875
223,2010-11-19,260.77242279052734
224,2010-11-22,261.5318322753906
225,2010-11-23,262.2648651123047
226,2010-11-24,263.0601603698731
227,2010-11-26,263.7598599243164
228,2010-11-29,264.3882382202148
229,2010-11-30,264.82977996826173
230,2010-12-01,265.27282302856446
231,2010-12-02,265.686336517334
232,2010-12-03,266.0950451660156
233,2010-12-06,266.5171673583984
234,2010-12-07,267.1554556274414
235,2010-12-08,267.7778779602051
236,2010-12-09,268.32797805786134
237,2010-12-10,268.90210220336917
238,2010-12-13,269.45170181274415
239,2010-12-14,269.9764765930176
240,2010-12-15,270.48363357543946
241,2010-12-16,270.9795295715332
242,2010-12-17,271.5123124694824
243,2010-12-20,272.0632133483887
244,2010-12-21,272.65490493774416
245,2010-12-22,273.2308807373047
246,2010-12-23,273.80345336914064
247,2010-12-27,274.28423416137696
248,2010-12-28,274.73878875732424
249,2010-12-29,275.2431932067871
250,2010-12-30,275.7112112426758
251,2010-12-31,276.16296310424804
252,2011-01-03,276.7265766906738
253,2011-01-04,277.2776777648926
254,2011-01-05,277.89189208984374
255,2011-01-06,278.53208236694337
256,2011-01-07,279.1623126220703
257,2011-01-10,279.82327362060545
258,2011-01-11,280.56421463012697
259,2011-01-12,281.339239654541
260,2011-01-13,282.1031034851074
261,2011-01-14,282.9679183959961
262,2011-01-18,283.89389434814456
263,2011-01-19,284.7986491394043
264,2011-01-20,285.6391897583008
265,2011-01-21,286.4356861877441
266,2011-01-24,287.24179244995116
267,2011-01-25,288.04049102783205
268,2011-01-26,288.80785842895506
269,2011-01-27,289.5410415649414
270,2011-01-28,290.22467529296875
271,2011-01-31,290.87422470092775
272,2011-02-01,291.54919982910155
273,2011-02-02,292.2291798400879
274,2011-02-03,292.86921981811525
275,2011-02-04,293.52262329101563
276,2011-02-07,294.19154220581055
277,2011-02-08,294.8788296508789
278,2011-02-09,295.5112120056152
279,2011-02-10,296.0525534057617
280,2011-02-11,296.6083090209961
281,2011-02-14,297.1696203613281
282,2011-02-15,297.72352416992186
283,2011-02-16,298.20865936279296
284,2011-02-17,298.6833840942383
285,2011-02-18,299.19844909667967
286,2011-02-22,299.611462097168
287,2011-02-23,300.03954010009767
288,2011-02-24,300.4559567260742
289,2011-02-25,300.8948455810547
290,2011-02-28,301.27107177734376
291,2011-03-01,301.603454284668
292,2011-03-02,301.95770874023435
293,2011-03-03,302.32412506103515
294,2011-03-04,302.63333404541015
295,2011-03-07,302.88493560791017
296,2011-03-08,303.13023071289064
297,2011-03-09,303.38468505859373
298,2011-03-10,303.27882904052734
299,2011-03-11,303.07362396240234
300,2011-03-14,302.8842346191406
301,2011-03-15,302.69194244384767
302,2011-03-16,302.41721771240236
303,2011-03-17,302.1611117553711
304,2011-03-18,301.8836343383789
305,2011-03-21,301.67292358398436
306,2011-03-22,301.4769775390625
307,2011-03-23,301.29469512939454
308,2011-03-24,301.1605108642578
309,2011-03-25,300.9840344238281
310,2011-03-28,300.78263305664063
311,2011-03-29,300.59019073486326
312,2011-03-30,300.3778283691406
313,2011-03-31,300.18603668212893
314,2011-04-01,300.01101165771485
315,2011-04-04,299.8251257324219
316,2011-04-05,299.55590667724607
317,2011-04-06,299.3406414794922
318,2011-04-07,299.22407470703126
319,2011-04-08,299.1374380493164
320,2011-04-11,299.1056561279297
321,2011-04-12,299.04089111328125
322,2011-04-13,298.9393896484375
323,2011-04-14,298.8777279663086
324,2011-04-15,298.57482482910154
325,2011-04-18,298.29369384765624
326,2011-04-19,297.9261264038086
327,2011-04-20,297.60445495605467
328,2011-04-21,297.3191195678711
329,2011-04-25,297.16566589355466
330,2011-04-26,297.0078579711914
331,2011-04-27,296.8373873901367
332,2011-04-28,296.6620620727539
333,2011-04-29,296.4905905151367
334,2011-05-02,296.2474475097656
335,2011-05-03,295.9639141845703
336,2011-05-04,295.6850854492188
337,2011-05-05,295.39509552001954
338,2011-05-06,295.09819854736327
339,2011-05-09,294.81176208496095
340,2011-05-10,294.5733236694336
341,2011-05-11,294.2917419433594
342,2011-05-12,294.01271270751954
343,2011-05-13,293.68483489990234
344,2011-05-16,293.26116149902344
345,2011-05-17,292.8856359863281
346,2011-05-18,292.51316345214843
347,2011-05-19,292.15715759277344
348,2011-05-20,291.7823327636719
349,2011-05-23,291.36886932373045
350,2011-05-24,290.965466003418
351,2011-05-25,290.5935940551758
352,2011-05-26,290.1620623779297
353,2011-05-27,289.75555603027345
354,2011-05-31,289.3549053955078
355,2011-06-01,288.91496520996094
356,2011-06-02,288.4726226806641
357,2011-06-03,288.01651641845706
358,2011-06-06,287.54129119873045
359,2011-06-07,287.0516015625
360,2011-06-08,286.56351348876956
361,2011-06-09,286.0257257080078
362,2011-06-10,285.37447448730467
363,2011-06-13,284.7387387084961
364,2011-06-14,284.14614608764646
365,2011-06-15,283.601201171875
366,2011-06-16,283.04709701538087
367,2011-06-17,282.37197189331056
368,2011-06-20,281.71171157836915
369,2011-06-21,281.0921420288086
370,2011-06-22,280.52167144775393
371,2011-06-23,279.92037033081056
372,2011-06-24,279.23888870239256
373,2011-06-27,278.59224212646484
374,2011-06-28,278.00915908813477
375,2011-06-29,277.4415412902832
376,2011-06-30,276.90145126342776
377,2011-07-01,276.4142140197754
378,2011-07-05,275.9934931945801
379,2011-07-06,275.5876872253418
380,2011-07-07,275.19779739379885
381,2011-07-08,274.71651596069336
382,2011-07-11,274.231681060791
383,2011-07-12,273.7801795959473
384,2011-07-13,273.34474441528323
385,2011-07-14,272.8385383605957
386,2011-07-15,272.7755253601074
387,2011-07-18,272.6935432434082
388,2011-07-19,272.6621617126465
389,2011-07-20,272.58863815307615
390,2011-07-21,272.5565559387207
391,2011-07-22,272.64399337768555
392,2011-07-25,272.7350343322754
393,2011-07-26,272.7998991394043
394,2011-07-27,272.83293228149415
395,2011-07-28,272.9294288635254
396,2011-07-29,272.98638595581053
397,2011-08-01,273.06146102905274
398,2011-08-02,273.12202163696287
399,2011-08-03,273.24444412231446
400,2011-08-04,273.2821318054199
401,2011-08-05,273.3295793151855
402,2011-08-08,273.2741239929199
403,2011-08-09,273.3344343566894
404,2011-08-10,273.2741239929199
405,2011-08-11,273.20220199584963
406,2011-08-12,273.13438430786135
407,2011-08-15,273.0096095275879
408,2011-08-16,272.7699198913574
409,2011-08-17,272.5367366027832
410,2011-08-18,272.18398391723633
411,2011-08-19,271.7294793701172
412,2011-08-22,271.31071060180665
413,2011-08-23,270.9706706237793
414,2011-08-24,270.62777786254884
415,2011-08-25,270.28923934936523
416,2011-08-26,270.07787796020506
417,2011-08-29,269.9022023010254
418,2011-08-30,269.70550552368167
419,2011-08-31,269.5193196105957
420,2011-09-01,269.29474502563477
421,2011-09-02,269.06566604614255
422,2011-09-06,268.79489517211914
423,2011-09-07,268.57227249145507
424,2011-09-08,268.5935939025879
425,2011-09-09,268.58363388061525
426,2011-09-12,268.62662673950194
427,2011-09-13,268.6455955505371
428,2011-09-14,268.68048049926756
429,2011-09-15,268.76811813354493
430,2011-09-16,268.83748764038086
431,2011-09-19,268.88208236694334
432,2011-09-20,268.92542587280275
433,2011-09-21,268.9009013366699
434,2011-09-22,268.8113114929199
435,2011-09-23,268.76936935424806
436,2011-09-26,268.7498497009277
437,2011-09-27,268.77522506713865
438,2011-09-28,268.74289291381837
439,2011-09-29,268.691941986084
440,2011-09-30,268.55370376586916
441,2011-10-03,268.3538540649414
442,2011-10-04,268.18793823242186
443,2011-10-05,268.0635638427734
444,2011-10-06,268.0449951171875
445,2011-10-07,267.96821838378906
446,2011-10-10,268.0050552368164
447,2011-10-11,268.0647647094727
448,2011-10-12,268.18723724365236
449,2011-10-13,268.3904403686523
450,2011-10-14,268.7579077148437
451,2011-10-17,269.07192169189454
452,2011-10-18,269.43418395996093
453,2011-10-19,269.73348327636717
454,2011-10-20,270.0070068359375
455,2011-10-21,270.33178161621095
456,2011-10-24,270.67392395019533
457,2011-10-25,270.97462463378906
458,2011-10-26,271.301201171875
459,2011-10-27,271.6997998046875
460,2011-10-28,272.1050549316406
461,2011-10-31,272.48498474121095
462,2011-11-01,272.8310308837891
463,2011-11-02,273.2318817138672
464,2011-11-03,273.67797775268554
465,2011-11-04,274.1443942260742
466,2011-11-07,274.6847346496582
467,2011-11-08,275.32197189331055
468,2011-11-09,275.9044044494629
469,2011-11-10,276.41531524658205
470,2011-11-11,277.0226226806641
471,2011-11-14,277.6871870422363
472,2011-11-15,278.3962962341309
473,2011-11-16,279.040290222168
474,2011-11-17,279.5769270324707
475,2011-11-18,280.06396408081054
476,2011-11-21,280.437137298584
477,2011-11-22,280.7322822570801
478,2011-11-23,280.9208207702637
479,2011-11-25,281.0591590881348
480,2011-11-28,281.2673173522949
481,2011-11-29,281.5222721862793
482,2011-11-30,281.8831831359863
483,2011-12-01,282.28238235473634
484,2011-12-02,282.69329299926756
485,2011-12-05,283.1773271179199
486,2011-12-06,283.3082081604004
487,2011-12-07,283.4506007385254
488,2011-12-08,283.51816848754885
489,2011-12-09,283.67867904663086
490,2011-12-12,283.7707710266113
491,2011-12-13,283.8078080749512
492,2011-12-14,283.80325332641604
493,2011-12-15,283.788338470459
494,2011-12-16,283.8821324157715
495,2011-12-19,283.93663681030273
496,2011-12-20,284.0701701354981
497,2011-12-21,284.16551559448243
498,2011-12-22,284.3522023010254
499,2011-12-23,284.5122123718262
500,2011-12-27,284.8261763000488
501,2011-12-28,285.1297798156738
502,2011-12-29,285.61216201782224
503,2011-12-30,285.97497482299804
504,2012-01-03,286.557557220459
505,2012-01-04,287.08883865356444
506,2012-01-05,287.56551528930663
507,2012-01-06,288.0299296569824
508,2012-01-09,288.4476472473145
509,2012-01-10,288.8980479431152
510,2012-01-11,289.50405410766604
511,2012-01-12,290.1983483886719
512,2012-01-13,290.8330830383301
513,2012-01-17,291.38243240356445
514,2012-01-18,291.9310807800293
515,2012-01-19,292.5293290710449
516,2012-01-20,292.8252751159668
517,2012-01-23,293.05770736694336
518,2012-01-24,293.25905899047854
519,2012-01-25,293.40185165405273
520,2012-01-26,293.58002975463864
521,2012-01-27,293.85600570678713
522,2012-01-30,294.1338334655762
523,2012-01-31,294.36446395874026
524,2012-02-01,294.59404373168945
525,2012-02-02,294.8956452941895
526,2012-02-03,295.22702682495117
527,2012-02-06,295.6252751159668
528,2012-02-07,295.999149017334
529,2012-02-08,296.3359358215332
530,2012-02-09,296.66016006469727
531,2012-02-10,296.9566566467285
532,2012-02-13,297.28483474731445
533,2012-02-14,297.63798782348636
534,2012-02-15,298.06291275024415
535,2012-02-16,298.4683683776855
536,2012-02-17,298.8324824523926
537,2012-02-21,299.20615615844724
538,2012-02-22,299.60205184936524
539,2012-02-23,299.99549545288085
540,2012-02-24,300.4702702331543
541,2012-02-27,301.0397897338867
542,2012-02-28,301.62282287597657
543,2012-02-29,302.1911413574219
544,2012-03-01,302.7301303100586
545,2012-03-02,303.2613116455078
546,2012-03-05,303.6470974731445
547,2012-03-06,303.9563067626953
548,2012-03-07,304.248098449707
549,2012-03-08,304.48908935546876
550,2012-03-09,304.5319821166992
551,2012-03-12,304.6457958984375
552,2012-03-13,304.78228240966797
553,2012-03-14,304.958908996582
554,2012-03-15,305.146396484375
555,2012-03-16,305.31931945800784
556,2012-03-19,305.507307434082
557,2012-03-20,305.75920959472654
558,2012-03-21,306.0278280639648
559,2012-03-22,306.26496520996096
560,2012-03-23,306.47742767333983
561,2012-03-26,306.76116149902344
562,2012-03-27,307.10335357666014
563,2012-03-28,307.4584088134766
564,2012-03-29,307.71321380615234
565,2012-03-30,307.93893951416015
566,2012-04-02,308.13208251953125
567,2012-04-03,308.2836340332031
568,2012-04-04,308.4548049926758
569,2012-04-05,308.64119140625
570,2012-04-09,308.75375396728515
571,2012-04-10,308.8231234741211
572,2012-04-11,308.9202206420898
573,2012-04-12,309.1181185913086
574,2012-04-13,309.23688720703126
575,2012-04-16,309.292893371582
576,2012-04-17,309.4361865234375
577,2012-04-18,309.5735739135742
578,2012-04-19,309.7196701049805
579,2012-04-20,309.8851358032227
580,2012-04-23,309.93223266601564
581,2012-04-24,310.02402465820313
582,2012-04-25,310.0757263183594
583,2012-04-26,310.0842346191406
584,2012-04-27,310.0573077392578
585,2012-04-30,309.9532034301758
586,2012-05-01,309.8564065551758
587,2012-05-02,309.7756756591797
588,2012-05-03,309.75050048828126
589,2012-05-04,309.59809814453126
590,2012-05-07,309.5088088989258
591,2012-05-08,309.4445443725586
592,2012-05-09,309.39989990234375
593,2012-05-10,309.3704705810547
594,2012-05-11,309.2667166137695
595,2012-05-14,309.1774774169922
596,2012-05-15,309.08108123779294
597,2012-05-16,309.0966467285156
598,2012-05-17,309.06336334228513
599,2012-05-18,308.89949920654294
600,2012-05-21,308.7686685180664
601,2012-05-22,308.57397399902345
602,2012-05-23,308.4091091918945
603,2012-05-24,308.19769775390625
604,2012-05-25,307.8279281616211
605,2012-05-29,307.4578579711914
606,2012-05-30,307.1036038208008
607,2012-05-31,306.7574578857422
608,2012-06-01,306.4998004150391
609,2012-06-04,306.2768273925781
610,2012-06-05,305.9987991333008
611,2012-06-06,305.7532034301758
612,2012-06-07,305.51916961669923
613,2012-06-08,305.278278503418
614,2012-06-11,304.95590637207033
615,2012-06-12,304.58318359375
616,2012-06-13,304.45855895996095
617,2012-06-14,304.3260766601563
618,2012-06-15,304.2438943481445
619,2012-06-18,304.2507012939453
620,2012-06-19,304.3179187011719
621,2012-06-20,304.30555633544924
622,2012-06-21,304.2430938720703
623,2012-06-22,304.1999008178711
624,2012-06-25,304.0991500854492
625,2012-06-26,303.9968978881836
626,2012-06-27,303.86161254882813
627,2012-06-28,303.63748840332033
628,2012-06-29,303.503854675293
629,2012-07-02,303.3568075561523
630,2012-07-03,303.23853912353513
631,2012-07-05,303.1885391235352
632,2012-07-06,303.05730804443357
633,2012-07-09,302.93843933105467
634,2012-07-10,302.8190200805664
635,2012-07-11,302.64219329833986
636,2012-07-12,302.4712222290039
637,2012-07-13,302.2836346435547
638,2012-07-16,302.1183694458008
639,2012-07-17,301.97132232666013
640,2012-07-18,301.82547668457033
641,2012-07-19,301.74414520263673
642,2012-07-20,301.70625732421877
643,2012-07-23,301.69254333496093
644,2012-07-24,301.6183190917969
645,2012-07-25,301.55195251464846
646,2012-07-26,301.5474981689453
647,2012-07-27,301.69764831542966
648,2012-07-30,301.82527587890627
649,2012-07-31,301.9545550537109
650,2012-08-01,302.11686737060546
651,2012-08-02,302.2349856567383
652,2012-08-03,302.3528536987305
653,2012-08-06,302.48713775634764
654,2012-08-07,302.58428466796875
655,2012-08-08,302.6703207397461
656,2012-08-09,302.71221252441404
657,2012-08-10,302.75480499267576
658,2012-08-13,302.8550552368164
659,2012-08-14,302.96821838378906
660,2012-08-15,303.09309326171876
661,2012-08-16,303.21091094970706
662,2012-08-17,303.3616616821289
663,2012-08-20,303.4606604003906
664,2012-08-21,303.56626586914064
665,2012-08-22,303.7461456298828
666,2012-08-23,303.8956951904297
667,2012-08-24,304.0759255981445
668,2012-08-27,304.24644622802737
669,2012-08-28,304.47132110595703
670,2012-08-29,304.75745697021483
671,2012-08-30,305.0318313598633
672,2012-08-31,305.27772705078127
673,2012-09-04,305.42802734375
674,2012-09-05,305.70890838623046
675,2012-09-06,306.176025390625
676,2012-09-07,306.6594088745117
677,2012-09-10,307.1264761352539
678,2012-09-11,307.5913909912109
679,2012-09-12,308.0659655761719
680,2012-09-13,308.60870849609375
681,2012-09-14,309.15130096435547
682,2012-09-17,309.65310272216794
683,2012-09-18,310.16766754150393
684,2012-09-19,310.73083068847654
685,2012-09-20,311.3477978515625
686,2012-09-21,311.9962463378906
687,2012-09-24,312.70755767822266
688,2012-09-25,313.39894897460937
689,2012-09-26,314.1821823120117
690,2012-09-27,314.9276779174805
691,2012-09-28,315.6369372558594
692,2012-10-01,316.4008511352539
693,2012-10-02,317.11821838378904
694,2012-10-03,317.90535552978514
695,2012-10-04,318.72642669677737
696,2012-10-05,319.50990997314454
697,2012-10-08,320.15510498046876
698,2012-10-09,320.760910949707
699,2012-10-10,321.48243255615233
700,2012-10-11,322.16997009277344
701,2012-10-12,322.8904403686523
702,2012-10-15,323.54869873046874
703,2012-10-16,324.2546044921875
704,2012-10-17,325.0752249145508
705,2012-10-18,325.57902862548826
706,2012-10-19,326.0472967529297
707,2012-10-22,326.5368362426758
708,2012-10-23,327.0842333984375
709,2012-10-24,327.57827728271485
710,2012-10-25,328.1155645751953
711,2012-10-26,328.58893798828126
712,2012-10-31,329.09979858398435
713,2012-11-01,329.6360348510742
714,2012-11-02,330.2337322998047
715,2012-11-05,330.82362213134763
716,2012-11-06,331.42737579345703
717,2012-11-07,331.9682666015625
718,2012-11-08,332.4076058959961
719,2012-11-09,332.8689669799805
720,2012-11-12,333.29123931884766
721,2012-11-13,333.6993475341797
722,2012-11-14,334.1364846801758
723,2012-11-15,334.5157638549805
724,2012-11-16,334.948596496582
725,2012-11-19,335.46676483154295
726,2012-11-20,335.9706185913086
727,2012-11-21,336.47892700195314
728,2012-11-23,336.9188668823242
729,2012-11-26,337.3226708984375
730,2012-11-27,337.73748596191405
731,2012-11-28,338.17667510986325
732,2012-11-29,338.70675506591795
733,2012-11-30,339.2691174316406
734,2012-12-03,339.83743560791015
735,2012-12-04,340.43723541259766
736,2012-12-05,341.02452270507814
737,2012-12-06,341.5981463623047
738,2012-12-07,342.1451434326172
739,2012-12-10,342.6891372680664
740,2012-12-11,343.2703182983398
741,2012-12-12,343.79334136962893
742,2012-12-13,344.25320098876955
743,2012-12-14,344.6858837890625
744,2012-12-17,345.25250061035155
745,2012-12-18,345.818466796875
746,2012-12-19,346.3527508544922
747,2012-12-20,346.79018829345705
748,2012-12-21,347.2072555541992
749,2012-12-24,347.59028869628906
750,2012-12-26,347.9716201782227
751,2012-12-27,348.3597082519531
752,2012-12-28,348.6534017944336
753,2012-12-31,348.9765249633789
754,2013-01-02,349.39048919677737
755,2013-01-03,349.7980969238281
756,2013-01-04,350.27667541503905
757,2013-01-07,350.74088958740236
758,2013-01-08,351.1077066040039
759,2013-01-09,351.45535430908205
760,2013-01-10,351.8254244995117
761,2013-01-11,352.16136047363284
762,2013-01-14,352.392141418457
763,2013-01-15,352.639338684082
764,2013-01-16,352.8679672241211
765,2013-01-17,353.0388381958008
766,2013-01-18,353.1775268554687
767,2013-01-22,353.2988479614258
768,2013-01-23,353.6606097412109
769,2013-01-24,354.04579498291014
770,2013-01-25,354.374423828125
771,2013-01-28,354.72001953125
772,2013-01-29,355.06331298828127
773,2013-01-30,355.4276272583008
774,2013-01-31,355.8028524780273
775,2013-02-01,356.1842340087891
776,2013-02-04,356.4488485717773
777,2013-02-05,356.7740237426758
778,2013-02-06,357.16431396484376
779,2013-02-07,357.58007965087893
780,2013-02-08,357.97712646484376
781,2013-02-11,358.3411904907227
782,2013-02-12,358.6951446533203
783,2013-02-13,359.01836761474607
784,2013-02-14,359.32026947021484
785,2013-02-15,359.644443359375
786,2013-02-19,360.0091079711914
787,2013-02-20,360.2247235107422
788,2013-02-21,360.45680572509764
789,2013-02-22,360.6882870483398
790,2013-02-25,360.8598086547852
791,2013-02-26,361.03813690185547
792,2013-02-27,361.2283270263672
793,2013-02-28,361.44959838867186
794,2013-03-01,361.66826721191404
795,2013-03-04,361.93578460693357
796,2013-03-05,362.29088989257815
797,2013-03-06,362.6589581298828
798,2013-03-07,363.10195098876954
799,2013-03-08,363.53718627929686
800,2013-03-11,363.9543032836914
801,2013-03-12,364.36901794433595
802,2013-03-13,364.79108978271483
803,2013-03-14,365.17567443847656
804,2013-03-15,365.47001892089844
805,2013-03-18,366.03453338623046
806,2013-03-19,366.6828317260742
807,2013-03-20,367.36371246337893
808,2013-03-21,368.0189178466797
809,2013-03-22,368.6846334838867
810,2013-03-25,369.3446936035156
811,2013-03-26,370.03173065185547
812,2013-03-27,370.64414306640623
813,2013-03-28,371.1776766967773
814,2013-04-01,371.74459381103514
815,2013-04-02,372.39564514160156
816,2013-04-03,373.01866821289065
817,2013-04-04,373.6590585327148
818,2013-04-05,374.3135131835937
819,2013-04-08,374.8731729125977
820,2013-04-09,375.4324819946289
821,2013-04-10,376.08878814697266
822,2013-04-11,376.77867797851565
823,2013-04-12,377.493342590332
