Date,TSLA
2010-06-29,4.777999877929688
2010-06-30,4.771999835968018
2010-07-01,4.645333290100098
2010-07-02,4.443999946117401
2010-07-06,4.199599933624268
2010-07-07,4.026333292325337
2010-07-08,3.949999979564122
2010-07-09,3.8912499845027924
2010-07-12,3.837777773539225
2010-07-13,3.8167999982833862
2010-07-14,3.8305454470894555
2010-07-15,3.842833320299784
2010-07-16,3.8647692020122824
2010-07-19,3.901714256831578
2010-07-20,3.9122666358947753
2010-07-21,3.9204999804496765
2010-07-22,3.936941146850586
2010-07-23,3.9547777440812855
2010-07-26,3.9671578658254525
2010-07-27,3.9742999792099
2010-07-28,3.9823809351239885
2010-07-29,3.9863636276938696
2010-07-30,3.9864347706670347
2010-08-02,3.994666655858358
2010-08-03,4.010479984283447
2010-08-04,4.019769210081834
2010-08-05,4.022370356100577
2010-08-06,4.018642842769623
2010-08-09,4.015241368063565
2010-08-10,4.008266655604045
2010-08-11,3.9944515997363674
2010-08-12,3.9796249866485596
2010-08-13,3.970060594154127
2010-08-16,3.963764695560231
2010-08-17,3.959942844935826
2010-08-18,3.9542222089237637
2010-08-19,3.94891890319618
2010-08-20,3.9455262987237227
2010-08-23,3.9475897275484524
2010-08-24,3.944899982213974
2010-08-25,3.945756080673962
2010-08-26,3.945857127507528
2010-08-27,3.945720916570619
2010-08-30,3.94636362249201
2010-08-31,3.9452444288465713
2010-09-01,3.948391292406165
2010-09-02,3.953999986039831
2010-09-03,3.95933332045873
2010-09-07,3.9623673302786693
2010-09-08,3.9667199802398683
2010-09-09,3.970156847261915
2010-09-10,3.971384598658635
2010-09-13,3.9746414940312222
2010-09-14,3.9792592437179
2010-09-15,3.9868363467129795
2010-09-16,3.990428558417729
2010-09-17,3.991403496056272
2010-09-20,3.995206882213724
2010-09-21,3.9978982876923124
2010-09-22,3.9974999825159707
2010-09-23,3.9960983424890237
2010-09-24,3.9964838527864024
2010-09-27,3.998222203481765
2010-09-28,4.002624984830618
2010-09-29,4.008676906732412
2010-09-30,4.009787859338703
2010-10-01,4.011432814953932
2010-10-04,4.014176449354957
2010-10-05,4.017217370047086
2010-10-06,4.018285693441118
2010-10-07,4.019239415585155
2010-10-08,4.020166645447413
2010-10-11,4.0205479223434235
2010-10-12,4.020918894458461
2010-10-13,4.022079973220825
2010-10-14,4.023763132722754
2010-10-15,4.02485711543591
2010-10-18,4.025128178107432
2010-10-19,4.02493668507926
2010-10-20,4.026249977946281
2010-10-21,4.027777757173703
2010-10-22,4.0291951022497035
2010-10-25,4.030891547720116
2010-10-26,4.0337618844849725
2010-10-27,4.035717624776503
2010-10-28,4.038069744442785
2010-10-29,4.041862046581575
2010-11-01,4.04459088769826
2010-11-02,4.046898855252213
2010-11-03,4.050311091211107
2010-11-04,4.060527453055749
2010-11-05,4.069521719994753
2010-11-08,4.079483850027925
2010-11-09,4.088489342243113
2010-11-10,4.107263140929373
2010-11-11,4.122895814478397
2010-11-12,4.141917506444085
2010-11-15,4.1625101833927385
2010-11-16,4.180404020078255
2010-11-17,4.197579977512359
2010-11-18,4.209579980373382
2010-11-19,4.223899981975555
2010-11-22,4.246779978275299
2010-11-23,4.277519979476929
2010-11-24,4.31623997926712
2010-11-26,4.35527997970581
2010-11-29,4.389019980430603
2010-11-30,4.4248799800872805
2010-12-01,4.459479978084564
2010-12-02,4.487899975776672
2010-12-03,4.511199975013733
2010-12-06,4.5320399737358095
2010-12-07,4.553879973888397
2010-12-08,4.574799973964691
2010-12-09,4.598299973011017
2010-12-10,4.620899970531464
2010-12-13,4.639999973773956
2010-12-14,4.654479973316192
2010-12-15,4.671779973506927
2010-12-16,4.692299973964691
2010-12-17,4.713579971790313
2010-12-20,4.736279971599579
2010-12-21,4.760919973850251
2010-12-22,4.784339973926544
2010-12-23,4.800619976520538
2010-12-27,4.8091999793052675
2010-12-28,4.821119978427887
2010-12-29,4.837399978637695
2010-12-30,4.851199979782105
2010-12-31,4.8663999819755555
2011-01-03,4.883839981555939
2011-01-04,4.901979982852936
2011-01-05,4.9189999842643735
2011-01-06,4.937199985980987
2011-01-07,4.955379984378815
2011-01-10,4.9747399854660035
2011-01-11,4.991079988479615
2011-01-12,5.006799991130829
2011-01-13,5.018979990482331
2011-01-14,5.032079992294311
2011-01-18,5.043559989929199
2011-01-19,5.052119991779327
2011-01-20,5.057959992885589
2011-01-21,5.064299991130829
2011-01-24,5.074319989681244
2011-01-25,5.082779986858368
2011-01-26,5.090159986019135
2011-01-27,5.097899987697601
2011-01-28,5.104839990139007
2011-01-31,5.1112399935722355
2011-02-01,5.117639992237091
2011-02-02,5.1251799941062925
2011-02-03,5.130999991893768
2011-02-04,5.1356799912452695
2011-02-07,5.1378599905967715
2011-02-08,5.144959986209869
2011-02-09,5.150919988155365
2011-02-10,5.155239989757538
2011-02-11,5.1601999926567075
2011-02-14,5.16661999464035
2011-02-15,5.173179993629455
2011-02-16,5.182439994812012
2011-02-17,5.188579993247986
2011-02-18,5.192139992713928
2011-02-22,5.191919994354248
2011-02-23,5.194759998321533
2011-02-24,5.198619999885559
2011-02-25,5.203860001564026
2011-02-28,5.209400000572205
2011-03-01,5.216360001564026
2011-03-02,5.223540000915527
2011-03-03,5.231400003433228
2011-03-04,5.240820002555847
2011-03-07,5.250220003128052
2011-03-08,5.258460006713867
2011-03-09,5.266400003433228
2011-03-10,5.273340005874633
2011-03-11,5.281020007133484
2011-03-14,5.28742000579834
2011-03-15,5.2920200061798095
2011-03-16,5.296160006523133
2011-03-17,5.300340003967285
2011-03-18,5.304560003280639
2011-03-21,5.307300004959107
2011-03-22,5.309680008888245
2011-03-23,5.311720008850098
2011-03-24,5.312700009346008
2011-03-25,5.3153800106048585
2011-03-28,5.319380011558533
2011-03-29,5.323680009841919
2011-03-30,5.321300010681153
2011-03-31,5.32792001247406
2011-04-01,5.331280012130737
2011-04-04,5.333680009841919
2011-04-05,5.32836000919342
2011-04-06,5.325260009765625
2011-04-07,5.32006000995636
2011-04-08,5.3114400100708
2011-04-11,5.302640008926391
2011-04-12,5.29296000957489
2011-04-13,5.283040008544922
2011-04-14,5.2713400077819825
2011-04-15,5.2557000112533565
2011-04-18,5.236620011329651
2011-04-19,5.21600001335144
2011-04-20,5.196860013008117
2011-04-21,5.181680011749267
2011-04-25,5.163800010681152
2011-04-26,5.148960013389587
2011-04-27,5.138420014381409
2011-04-28,5.130760016441346
2011-04-29,5.1253400182724
2011-05-02,5.117120018005371
2011-05-03,5.106120018959046
2011-05-04,5.0954000186920165
2011-05-05,5.085240020751953
2011-05-06,5.078380017280579
2011-05-09,5.077140016555786
2011-05-10,5.074600014686585
2011-05-11,5.067120013236999
2011-05-12,5.059740014076233
2011-05-13,5.051440014839172
2011-05-16,5.040120015144348
2011-05-17,5.026780014038086
2011-05-18,5.019300012588501
2011-05-19,5.024600009918213
2011-05-20,5.0277200078964235
2011-05-23,5.0259000062942505
2011-05-24,5.026340003013611
2011-05-25,5.031040000915527
2011-05-26,5.036760001182556
2011-05-27,5.042519998550415
2011-05-31,5.049139995574951
2011-06-01,5.050419993400574
2011-06-02,5.051459994316101
2011-06-03,5.054819993972778
2011-06-06,5.058299989700317
2011-06-07,5.0611199855804445
2011-06-08,5.06291998386383
2011-06-09,5.066659984588623
2011-06-10,5.0710999870300295
2011-06-13,5.079899983406067
2011-06-14,5.0918599796295165
2011-06-15,5.100419983863831
2011-06-16,5.104439988136291
2011-06-17,5.108079991340637
2011-06-20,5.110599994659424
2011-06-21,5.115819993019104
2011-06-22,5.12221999168396
2011-06-23,5.1294399881362915
2011-06-24,5.136759986877442
2011-06-27,5.143799986839294
2011-06-28,5.152759990692139
2011-06-29,5.162419991493225
2011-06-30,5.174539995193482
2011-07-01,5.183599996566772
2011-07-05,5.1954599952697755
2011-07-06,5.206939992904663
2011-07-07,5.2198999929428105
2011-07-08,5.231359992027283
2011-07-11,5.242379994392395
2011-07-12,5.249259991645813
2011-07-13,5.259339995384217
2011-07-14,5.268199992179871
2011-07-15,5.279619989395141
2011-07-18,5.290419988632202
2011-07-19,5.301139988899231
2011-07-20,5.311299986839295
2011-07-21,5.320919985771179
2011-07-22,5.331619982719421
2011-07-25,5.340559983253479
2011-07-26,5.3478399801254275
2011-07-27,5.353219981193543
2011-07-28,5.359679980278015
2011-07-29,5.3666999769210815
2011-08-01,5.374799981117248
2011-08-02,5.381459980010987
2011-08-03,5.387719979286194
2011-08-04,5.390719976425171
2011-08-05,5.393299975395203
2011-08-08,5.3949399757385255
2011-08-09,5.399439978599548
2011-08-10,5.4011599779129025
2011-08-11,5.4062999773025515
2011-08-12,5.414539976119995
2011-08-15,5.422579975128174
2011-08-16,5.430119972229004
2011-08-17,5.436279969215393
2011-08-18,5.438299970626831
2011-08-19,5.4350599718093875
2011-08-22,5.431539969444275
2011-08-23,5.42195996761322
2011-08-24,5.416379971504211
2011-08-25,5.410939974784851
2011-08-26,5.4049999713897705
2011-08-29,5.401439971923828
2011-08-30,5.396219973564148
2011-08-31,5.3927199745178225
2011-09-01,5.3901799774169925
2011-09-02,5.38701997756958
2011-09-06,5.383039975166321
2011-09-07,5.3804399776458744
2011-09-08,5.376499977111816
2011-09-09,5.372379975318909
2011-09-12,5.367819976806641
2011-09-13,5.3644799757003785
2011-09-14,5.359679975509644
2011-09-15,5.356539978981018
2011-09-16,5.354279975891114
2011-09-19,5.35165997505188
2011-09-20,5.3483599758148195
2011-09-21,5.344859976768493
2011-09-22,5.34121997833252
2011-09-23,5.3402399778366085
2011-09-26,5.3378999805450436
2011-09-27,5.337399978637695
