Date,TSLA
2011-09-28,5.332339982986451
2011-09-29,5.324759984016419
2011-09-30,5.316879982948303
2011-10-03,5.310199980735779
2011-10-04,5.302179980278015
2011-10-05,5.2978199768066405
2011-10-06,5.29853997707367
2011-10-07,5.300599975585937
2011-10-10,5.303659977912903
2011-10-11,5.302479977607727
2011-10-12,5.302139978408814
2011-10-13,5.304379978179932
2011-10-14,5.307039980888367
2011-10-17,5.303919982910156
2011-10-18,5.301639986038208
2011-10-19,5.297679986953735
2011-10-20,5.29207998752594
2011-10-21,5.291099987030029
2011-10-24,5.290679988861084
2011-10-25,5.2869199895858765
2011-10-26,5.28547999382019
2011-10-27,5.286259994506836
2011-10-28,5.291759996414185
2011-10-31,5.29525999546051
2011-11-01,5.297299995422363
2011-11-02,5.297859997749328
2011-11-03,5.305580000877381
2011-11-04,5.315559997558593
2011-11-07,5.3250999975204465
2011-11-08,5.335779995918274
2011-11-09,5.345519995689392
2011-11-10,5.353119993209839
2011-11-11,5.365979995727539
2011-11-14,5.376999998092652
2011-11-15,5.389719996452332
2011-11-16,5.40467999458313
2011-11-17,5.415819993019104
2011-11-18,5.424439992904663
2011-11-21,5.429699993133545
2011-11-22,5.435799994468689
2011-11-23,5.440419993400574
2011-11-25,5.445819993019104
2011-11-28,5.451479992866516
2011-11-29,5.457359991073608
2011-11-30,5.466139988899231
2011-12-01,5.474999990463257
2011-12-02,5.4843199872970585
2011-12-05,5.497939987182617
2011-12-06,5.512519989013672
2011-12-07,5.526439986228943
2011-12-08,5.532439985275269
2011-12-09,5.537139987945556
2011-12-12,5.540559988021851
2011-12-13,5.5408799886703495
2011-12-14,5.540959987640381
2011-12-15,5.542199988365173
2011-12-16,5.542919988632202
2011-12-19,5.542079992294312
2011-12-20,5.541539993286133
2011-12-21,5.5391399908065795
2011-12-22,5.539999990463257
2011-12-23,5.541399989128113
2011-12-27,5.549039993286133
2011-12-28,5.55757999420166
2011-12-29,5.567759990692139
2011-12-30,5.57475998878479
2012-01-03,5.583279991149903
2012-01-04,5.588099989891052
2012-01-05,5.589719986915588
2012-01-06,5.591079988479614
2012-01-09,5.593379988670349
2012-01-10,5.596959991455078
2012-01-11,5.604899988174439
2012-01-12,5.616799988746643
2012-01-13,5.618479990959168
2012-01-17,5.6257599925994874
2012-01-18,5.63163999080658
2012-01-19,5.638939990997314
2012-01-20,5.64467999458313
2012-01-23,5.648799996376038
2012-01-24,5.654379997253418
2012-01-25,5.660839996337891
2012-01-26,5.670719995498657
2012-01-27,5.683239998817444
2012-01-30,5.696500000953674
2012-01-31,5.706960000991821
2012-02-01,5.718899998664856
2012-02-02,5.733460001945495
2012-02-03,5.75
2012-02-06,5.765440001487732
2012-02-07,5.77996000289917
2012-02-08,5.794180002212524
2012-02-09,5.807740001678467
2012-02-10,5.8184000015258786
2012-02-13,5.829359998703003
2012-02-14,5.843999996185302
2012-02-15,5.859939994812012
2012-02-16,5.875539994239807
2012-02-17,5.894439992904663
2012-02-21,5.91105999469757
2012-02-22,5.930319991111755
2012-02-23,5.951139993667603
2012-02-24,5.96985999584198
2012-02-27,5.9896399974823
2012-02-28,6.009939999580383
2012-02-29,6.0260200023651125
2012-03-01,6.040920000076294
2012-03-02,6.055020003318787
2012-03-05,6.066800003051758
2012-03-06,6.077800006866455
2012-03-07,6.088440008163452
2012-03-08,6.098700008392334
2012-03-09,6.1120800065994265
2012-03-12,6.129260005950928
2012-03-13,6.144760003089905
2012-03-14,6.160200004577637
2012-03-15,6.175520005226136
2012-03-16,6.19010000705719
2012-03-19,6.202960004806519
2012-03-20,6.216380004882812
2012-03-21,6.2307200050354
2012-03-22,6.242000007629395
2012-03-23,6.250420007705689
2012-03-26,6.266480007171631
2012-03-27,6.284600005149842
2012-03-28,6.302880005836487
2012-03-29,6.312620005607605
2012-03-30,6.3224800062179565
2012-04-02,6.333100004196167
2012-04-03,6.345440006256103
2012-04-04,6.353680005073548
2012-04-05,6.359980006217956
2012-04-09,6.359000005722046
2012-04-10,6.357480006217957
2012-04-11,6.355800008773803
2012-04-12,6.352800011634827
2012-04-13,6.3526200103759765
2012-04-16,6.351920008659363
2012-04-17,6.352880005836487
2012-04-18,6.354060006141663
2012-04-19,6.357480006217957
2012-04-20,6.360480008125305
2012-04-23,6.359240007400513
2012-04-24,6.359380006790161
2012-04-25,6.359720005989074
2012-04-26,6.361500005722046
2012-04-27,6.361580009460449
2012-04-30,6.359000010490417
2012-05-01,6.356820011138916
2012-05-02,6.356320013999939
2012-05-03,6.359460015296936
2012-05-04,6.361040015220642
2012-05-07,6.36516001701355
2012-05-08,6.366640019416809
2012-05-09,6.369700021743775
2012-05-10,6.37838002204895
2012-05-11,6.386880021095276
2012-05-14,6.391500020027161
2012-05-15,6.394560022354126
2012-05-16,6.397780022621155
2012-05-17,6.399380025863647
2012-05-18,6.398700027465821
2012-05-21,6.3991000270843506
2012-05-22,6.403680024147033
2012-05-23,6.408260025978088
2012-05-24,6.4117000293731685
2012-05-25,6.415160026550293
2012-05-29,6.42312002658844
2012-05-30,6.429700026512146
2012-05-31,6.434880027770996
2012-06-01,6.436680030822754
2012-06-04,6.4372000312805175
2012-06-05,6.436560029983521
2012-06-06,6.438500027656556
2012-06-07,6.450780024528504
2012-06-08,6.457740020751953
2012-06-11,6.462360019683838
2012-06-12,6.468160018920899
2012-06-13,6.474500017166138
2012-06-14,6.479740014076233
2012-06-15,6.484720010757446
2012-06-18,6.492460012435913
2012-06-19,6.4987600135803225
2012-06-20,6.507660012245179
2012-06-21,6.512900013923645
2012-06-22,6.52234001159668
2012-06-25,6.52940001487732
2012-06-26,6.532120013237
2012-06-27,6.533740015029907
2012-06-28,6.532960014343262
2012-06-29,6.53234001159668
2012-07-02,6.529280009269715
2012-07-03,6.525440011024475
2012-07-05,6.525700011253357
2012-07-06,6.524700012207031
2012-07-09,6.521340012550354
2012-07-10,6.516680016517639
2012-07-11,6.511340017318726
2012-07-12,6.5068000173568725
2012-07-13,6.506300015449524
2012-07-16,6.509780015945434
2012-07-17,6.507420015335083
2012-07-18,6.504220013618469
2012-07-19,6.501520013809204
2012-07-20,6.497480010986328
2012-07-23,6.491980009078979
2012-07-24,6.482840008735657
2012-07-25,6.472660007476807
2012-07-26,6.4613800048828125
2012-07-27,6.454180002212524
2012-07-30,6.442639999389648
2012-07-31,6.431340003013611
2012-08-01,6.414360003471375
2012-08-02,6.394539999961853
2012-08-03,6.3769000005722045
2012-08-06,6.362859997749329
2012-08-07,6.353359999656678
2012-08-08,6.340899996757507
2012-08-09,6.329759998321533
2012-08-10,6.319719996452331
2012-08-13,6.311759996414184
2012-08-14,6.301799993515015
2012-08-15,6.292439994812011
2012-08-16,6.2782399940490725
2012-08-17,6.262379994392395
2012-08-20,6.245699992179871
2012-08-21,6.229259991645813
2012-08-22,6.214679989814758
2012-08-23,6.202979989051819
2012-08-24,6.185959987640381
2012-08-27,6.172599987983704
2012-08-28,6.161019988059998
2012-08-29,6.1515399885177615
2012-08-30,6.143439989089966
2012-08-31,6.134299988746643
2012-09-04,6.123699984550476
2012-09-05,6.112399983406067
2012-09-06,6.104999985694885
2012-09-07,6.09921998500824
2012-09-10,6.088639984130859
2012-09-11,6.077919983863831
2012-09-12,6.068159985542297
2012-09-13,6.063239984512329
2012-09-14,6.060379986763
2012-09-17,6.059639987945556
2012-09-18,6.05533998966217
2012-09-19,6.050759987831116
2012-09-20,6.046299986839294
2012-09-21,6.038779988288879
2012-09-24,6.032219986915589
2012-09-25,6.022619986534119
2012-09-26,6.01403998374939
2012-09-27,6.006079983711243
2012-09-28,6.00425998210907
2012-10-01,6.002459979057312
2012-10-02,5.996139979362487
2012-10-03,5.99023998260498
2012-10-04,5.988919982910156
2012-10-05,5.987839980125427
2012-10-08,5.987979979515075
2012-10-09,5.987579975128174
2012-10-10,5.989259972572326
2012-10-11,5.988359971046448
2012-10-12,5.9820399713516235
2012-10-15,5.974659972190857
2012-10-16,5.970219969749451
2012-10-17,5.968239970207215
2012-10-18,5.960939970016479
2012-10-19,5.955599970817566
2012-10-22,5.952299971580505
2012-10-23,5.952779970169067
2012-10-24,5.951859970092773
2012-10-25,5.951079974174499
2012-10-26,5.947399973869324
2012-10-31,5.945799975395203
2012-11-01,5.944139976501464
2012-11-02,5.943739976882934
2012-11-05,5.94741997718811
2012-11-06,5.950179977416992
2012-11-07,5.95447998046875
2012-11-08,5.957279982566834
2012-11-09,5.954239983558654
2012-11-12,5.952199983596802
2012-11-13,5.947859983444214
2012-11-14,5.946239981651306
2012-11-15,5.940299983024597
2012-11-16,5.937759981155396
2012-11-19,5.940379981994629
2012-11-20,5.942459979057312
2012-11-21,5.944579977989196
2012-11-23,5.946259980201721
2012-11-26,5.949999980926513
2012-11-27,5.952979979515075
2012-11-28,5.95697998046875
2012-11-29,5.96237998008728
2012-11-30,5.967039980888367
2012-12-03,5.973739976882935
2012-12-04,5.978519978523255
2012-12-05,5.980539979934693
2012-12-06,5.979839982986451
2012-12-07,5.976259984970093
2012-12-10,5.9786999845504765
2012-12-11,5.984959988594055
2012-12-12,5.9909399890899655
2012-12-13,5.9945799922943115
2012-12-14,6.000879993438721
2012-12-17,6.009999995231628
2012-12-18,6.021279997825623
2012-12-19,6.03423999786377
2012-12-20,6.0440799999237065
2012-12-21,6.057380003929138
2012-12-24,6.071100001335144
2012-12-26,6.085780000686645
2012-12-27,6.100960001945496
2012-12-28,6.1128600025177
2012-12-31,6.124060006141662
2013-01-02,6.134280004501343
2013-01-03,6.145640006065369
2013-01-04,6.155620007514954
2013-01-07,6.164420008659363
2013-01-08,6.1694400072097775
2013-01-09,6.177880010604858
2013-01-10,6.186140007972718
2013-01-11,6.191360006332397
2013-01-14,6.197860007286072
2013-01-15,6.206640009880066
2013-01-16,6.216620011329651
2013-01-17,6.2254800128936765
2013-01-18,6.233060011863708
2013-01-22,6.244440011978149
2013-01-23,6.259800009727478
2013-01-24,6.276400008201599
2013-01-25,6.293540005683899
2013-01-28,6.312780003547669
2013-01-29,6.331640005111694
2013-01-30,6.3504000091552735
2013-01-31,6.369540009498596
2013-02-01,6.389040007591247
2013-02-04,6.405820007324219
2013-02-05,6.427340006828308
2013-02-06,6.450080008506775
2013-02-07,6.472480006217957
2013-02-08,6.492000007629395
2013-02-11,6.508060007095337
2013-02-12,6.518760008811951
2013-02-13,6.532980008125305
2013-02-14,6.54742000579834
2013-02-15,6.55970000743866
2013-02-19,6.5782200050354005
2013-02-20,6.593980007171631
2013-02-21,6.608980007171631
2013-02-22,6.626120009422302
2013-02-25,6.637900009155273
2013-02-26,6.648200011253357
2013-02-27,6.660080013275146
2013-02-28,6.6701400136947635
2013-03-01,6.6808400106430055
2013-03-04,6.6932000112533565
2013-03-05,6.7087200117111205
2013-03-06,6.72560001373291
2013-03-07,6.745320014953613
2013-03-08,6.765460014343262
2013-03-11,6.787020015716553
2013-03-12,6.8099800157547
2013-03-13,6.83328001499176
2013-03-14,6.850860013961792
2013-03-15,6.863800015449524
2013-03-18,6.87802001953125
2013-03-19,6.892700018882752
2013-03-20,6.908900017738342
2013-03-21,6.924140019416809
2013-03-22,6.942540016174316
2013-03-25,6.9625600147247315
2013-03-26,6.983520016670227
2013-03-27,7.003580017089844
2013-03-28,7.020860018730164
2013-04-01,7.0508800220489505
2013-04-02,7.076560020446777
2013-04-03,7.096460022926331
2013-04-04,7.117400026321411
2013-04-05,7.137520027160645
2013-04-08,7.160540027618408
2013-04-09,7.1794000291824345
2013-04-10,7.199900026321411
2013-04-11,7.224320030212402
2013-04-12,7.25018002986908
2013-04-15,7.273100028038025
2013-04-16,7.298440027236938
2013-04-17,7.3233400297164915
2013-04-18,7.352340030670166
2013-04-19,7.383740029335022
2013-04-22,7.419580030441284
2013-04-23,7.457300028800964
2013-04-24,7.491700034141541
2013-04-25,7.528320031166077
2013-04-26,7.56308002948761
2013-04-29,7.603720030784607
2013-04-30,7.643900032043457
2013-05-01,7.68304003238678
2013-05-02,7.723460025787354
2013-05-03,7.764220023155213
2013-05-06,7.814080018997192
2013-05-07,7.85454001903534
2013-05-08,7.895600018501281
2013-05-09,7.967180018424988
2013-05-10,8.053080019950867
2013-05-13,8.159880013465882
2013-05-14,8.257180018424988
2013-05-15,8.357640023231506
2013-05-16,8.473280029296875
2013-05-17,8.588280019760132
2013-05-20,8.6996000289917
2013-05-21,8.807600026130677
2013-05-22,8.914700026512145
2013-05-23,9.033720021247865
2013-05-24,9.160140023231506
2013-05-28,9.31008002281189
2013-05-29,9.449800028800965
2013-05-30,9.590900025367738
2013-05-31,9.717740025520325
2013-06-03,9.835560021400452
2013-06-04,9.957960023880005
2013-06-05,10.08164001941681
2013-06-06,10.210520014762878
2013-06-07,10.348080024719238
2013-06-10,10.480380024909973
2013-06-11,10.601120014190673
2013-06-12,10.727820010185242
2013-06-13,10.85514000892639
2013-06-14,10.9853600025177
2013-06-17,11.117760009765625
2013-06-18,11.250560007095338
2013-06-19,11.38596001625061
2013-06-20,11.511200008392334
2013-06-21,11.634400005340575
2013-06-24,11.762340006828309
2013-06-25,11.892120003700256
2013-06-26,12.02695999622345
2013-06-27,12.169980001449584
2013-06-28,12.30844000339508
2013-07-01,12.464460010528564
2013-07-02,12.621140003204346
2013-07-03,12.773140006065368
2013-07-05,12.93648000240326
2013-07-08,13.103920006752015
2013-07-09,13.273920011520385
2013-07-10,13.441920018196106
2013-07-11,13.619060015678405
2013-07-12,13.800300011634826
2013-07-15,13.977740006446838
2013-07-16,14.125520000457763
2013-07-17,14.293799991607665
2013-07-18,14.463099989891052
2013-07-19,14.633599996566772
2013-07-22,14.808259997367859
2013-07-23,14.984079999923706
2013-07-24,15.1581800031662
2013-07-25,15.335159993171692
2013-07-26,15.520639996528626
2013-07-29,15.71449999332428
2013-07-30,15.901519989967346
2013-07-31,16.093140001296998
2013-08-01,16.286040005683898
2013-08-02,16.48380001068115
2013-08-05,16.69520001888275
2013-08-06,16.905800023078918
2013-08-07,17.103680028915406
2013-08-08,17.3403400182724
2013-08-09,17.576180024147035
2013-08-12,17.799040021896364
2013-08-13,18.017880024909974
2013-08-14,18.223360023498536
2013-08-15,18.427640023231508
2013-08-16,18.63592001914978
2013-08-19,18.849400014877318
2013-08-20,19.072780017852782
2013-08-21,19.280640020370484
2013-08-22,19.506160020828247
2013-08-23,19.747640018463134
2013-08-26,19.99206003189087
2013-08-27,20.243340034484863
2013-08-28,20.492580041885375
2013-08-29,20.74370005607605
2013-08-30,20.99798005104065
2013-09-03,21.248680028915405
2013-09-04,21.50242003440857
2013-09-05,21.7556800365448
2013-09-06,21.998440046310424
2013-09-09,22.22894003868103
2013-09-10,22.467740020751954
2013-09-11,22.69912000656128
2013-09-12,22.928600006103515
2013-09-13,23.157660026550293
2013-09-16,23.38996004104614
2013-09-17,23.618420028686522
2013-09-18,23.848460025787354
2013-09-19,24.094420022964478
2013-09-20,24.35322003364563
2013-09-23,24.60888003349304
2013-09-24,24.8653200340271
2013-09-25,25.126700038909913
2013-09-26,25.3849800491333
2013-09-27,25.655760049819946
2013-09-30,25.93092004776001
2013-10-01,26.178120031356812
2013-10-02,26.38650001525879
2013-10-03,26.55752000808716
2013-10-04,26.752999992370604
2013-10-07,26.949459972381593
2013-10-08,27.114419956207275
2013-10-09,27.26897996902466
2013-10-10,27.43495994567871
2013-10-11,27.617179965972902
2013-10-14,27.80213996887207
2013-10-15,27.984559955596925
2013-10-16,28.157519969940186
2013-10-17,28.302459983825685
2013-10-18,28.459999980926515
2013-10-21,28.59529998779297
2013-10-22,28.74285997390747
2013-10-23,28.88667999267578
2013-10-24,29.04329999923706
2013-10-25,29.19187999725342
2013-10-28,29.322899990081787
2013-10-29,29.447759990692138
2013-10-30,29.56609998703003
2013-10-31,29.697040004730226
2013-11-01,29.82591999053955
2013-11-04,29.97996000289917
2013-11-05,30.132980003356934
2013-11-06,30.230900001525878
2013-11-07,30.303660011291505
2013-11-08,30.370200004577637
2013-11-11,30.458300018310545
2013-11-12,30.53480001449585
2013-11-13,30.609220008850098
2013-11-14,30.67962001800537
2013-11-15,30.739080028533934
2013-11-18,30.76374002456665
2013-11-19,30.80120002746582
2013-11-20,30.80906002044678
2013-11-21,30.81762002944946
2013-11-22,30.829900016784666
2013-11-25,30.831400012969972
2013-11-26,30.82918001174927
2013-11-27,30.836160011291504
2013-11-29,30.846180000305175
2013-12-02,30.84329999923706
2013-12-03,30.872900009155273
2013-12-04,30.89628002166748
2013-12-05,30.959140033721923
2013-12-06,30.99336004257202
2013-12-09,31.03850004196167
2013-12-10,31.083520030975343
2013-12-11,31.117960033416747
2013-12-12,31.167420024871827
2013-12-13,31.2193200302124
2013-12-16,31.267060031890868
2013-12-17,31.313200035095214
2013-12-18,31.339920043945312
2013-12-19,31.35788003921509
2013-12-20,31.375800037384032
2013-12-23,31.391800022125246
2013-12-24,31.418620014190672
2013-12-26,31.440260009765623
2013-12-27,31.458200016021728
2013-12-30,31.49462001800537
2013-12-31,31.48852003097534
2014-01-02,31.482720031738282
2014-01-03,31.48708003997803
2014-01-06,31.490220031738282
2014-01-07,31.51022003173828
2014-01-08,31.533440036773683
2014-01-09,31.544500045776367
2014-01-10,31.546140041351318
2014-01-13,31.525660037994385
2014-01-14,31.5524800491333
2014-01-15,31.566540050506593
2014-01-16,31.584800052642823
2014-01-17,31.5963800239563
2014-01-21,31.6157200050354
2014-01-22,31.639940013885496
2014-01-23,31.67081998825073
2014-01-24,31.68201997756958
2014-01-27,31.68337999343872
2014-01-28,31.698899974822996
2014-01-29,31.70949998855591
2014-01-30,31.74123998641968
2014-01-31,31.782660007476807
2014-02-03,31.804140033721925
2014-02-04,31.83456003189087
2014-02-05,31.853540019989012
2014-02-06,31.87921998977661
2014-02-07,31.919119968414307
2014-02-10,31.979779987335206
2014-02-11,32.04058000564575
2014-02-12,32.07538000106811
2014-02-13,32.10785997390747
2014-02-14,32.14209997177124
2014-02-18,32.184839992523194
2014-02-19,32.20163999557495
2014-02-20,32.24429998397827
2014-02-21,32.28169996261597
2014-02-24,32.33025995254516
2014-02-25,32.44025995254517
2014-02-26,32.58435995101929
2014-02-27,32.742819957733154
2014-02-28,32.87047998428345
2014-03-03,33.005459995269774
